id_cliente,idade,sexo,estado_civil,escolaridade,estado,renda_mensal,comprometimento_renda,score_bureau_entrada,segmento,canal_aquisicao,data_cadastro,flag_fraude
775,25,M,Casado,Fundamental,SC,2431.09,0.521,534,Standard,App,2021-12-22,False
776,27,F,Solteiro,Superior,SP,4181.49,0.104,708,Plus,Web,2025-12-13,False
777,31,M,Casado,Superior,SP,5045.45,0.453,798,Plus,PDV,2026-05-06,False
778,23,F,Solteiro,Médio,SP,1056.24,0.209,629,Standard,App,2023-11-29,False
779,64,M,Casado,Superior,RS,4658.14,0.249,867,Plus,App,2026-05-28,False
780,26,F,Solteiro,Superior,Outros,5520.35,0.314,678,Plus,App,2021-11-21,False
781,64,M,Solteiro,Médio,CE,3046.5,0.466,620,Standard,App,2021-04-24,False
782,48,F,Divorciado,Pós-graduação,SP,11481.42,0.314,713,Premium,App,2025-05-17,False
783,24,F,Casado,Médio,MG,3163.69,0.329,400,Standard,App,2024-04-13,False
784,66,M,Solteiro,Superior,SP,4819.05,0.382,733,Plus,Indicação,2019-03-30,False
785,27,F,Casado,Pós-graduação,SC,10961.5,0.401,331,Standard,App,2020-06-08,False
786,74,F,Divorciado,Médio,RJ,4621.11,0.341,515,Standard,Parceiro,2020-03-31,False
787,18,F,Casado,Superior,SP,5243.55,0.402,608,Plus,Indicação,2024-08-03,False
788,53,M,Solteiro,Médio,MG,3281.88,0.208,470,Standard,App,2020-02-14,False
789,35,M,Viúvo,Superior,RJ,5011.14,0.072,538,Standard,Parceiro,2020-06-10,False
790,48,F,Solteiro,Superior,Outros,3980.35,0.499,847,Standard,Indicação,2021-05-29,False
791,65,F,Solteiro,Médio,SP,3636.64,0.155,740,Standard,Parceiro,2018-12-17,False
792,62,F,Solteiro,Médio,Outros,2121.25,0.216,471,Standard,Parceiro,2025-12-04,False
793,34,M,Solteiro,Médio,SP,3396.32,0.24,517,Standard,Parceiro,2021-04-14,False
794,21,F,Viúvo,Fundamental,SP,1825.61,0.22,385,Standard,Parceiro,2019-11-17,False
795,34,F,Viúvo,Fundamental,BA,1546.23,0.193,659,Standard,Indicação,2020-04-16,False
796,64,F,Casado,Médio,MG,2376.31,0.336,535,Standard,App,2023-11-13,False
797,47,F,Casado,Fundamental,GO,1396.16,0.337,283,Standard,Indicação,2021-12-05,False
798,61,M,Divorciado,Médio,MG,1229.64,0.354,570,Standard,Indicação,2021-03-01,False
799,46,F,Casado,Superior,MG,6660.51,0.347,683,Plus,Web,2020-07-25,False
800,48,F,Casado,Superior,SP,6175.08,0.23,751,Plus,App,2025-02-28,False
801,21,M,Viúvo,Superior,Outros,8411.36,0.23,632,Plus,App,2023-07-19,False
802,19,M,Solteiro,Médio,PR,2146.61,0.414,515,Standard,App,2022-11-10,False
803,58,F,Solteiro,Superior,RS,14188.62,0.217,990,Premium,App,2021-01-30,False
804,29,M,Casado,Médio,SC,2315.79,0.215,570,Standard,App,2026-03-06,False
805,38,M,Casado,Fundamental,SP,1162.1,0.392,656,Standard,Indicação,2022-10-04,False
806,39,F,Solteiro,Fundamental,CE,1095.21,0.278,479,Standard,Web,2020-12-24,False
807,54,F,Solteiro,Superior,MG,2311.25,0.219,666,Standard,App,2025-12-01,False
808,71,F,Casado,Médio,SC,6025.1,0.221,410,Standard,Web,2025-02-05,False
809,61,M,Casado,Médio,BA,5557.53,0.415,544,Standard,Parceiro,2023-02-18,False
810,54,M,Divorciado,Pós-graduação,RJ,12828.44,0.35,526,Standard,App,2023-06-23,False
811,65,M,Divorciado,Fundamental,SC,1149.98,0.308,471,Standard,App,2020-12-24,False
812,47,M,Casado,Fundamental,BA,4452.3,0.14,770,Plus,Web,2021-05-10,False
813,26,F,Casado,Pós-graduação,SP,7967.99,0.309,551,Standard,Parceiro,2019-11-20,False
814,45,M,Casado,Médio,PR,2447.6,0.254,672,Standard,App,2021-10-02,False
815,73,M,Solteiro,Fundamental,MG,3692.92,0.171,798,Standard,Indicação,2020-09-26,False
816,62,F,Casado,Superior,PE,7646.16,0.208,629,Plus,App,2020-08-20,False
817,37,M,Casado,Superior,SC,16532.03,0.364,879,Private,Indicação,2025-10-05,False
818,36,M,Divorciado,Médio,SP,3170.79,0.429,654,Standard,App,2019-09-04,False
819,70,M,Divorciado,Superior,SP,4509.71,0.153,612,Plus,App,2024-04-08,False
820,23,M,Solteiro,Médio,SP,2062.08,0.168,671,Standard,App,2020-05-04,False
821,71,M,Divorciado,Fundamental,BA,800.0,0.363,809,Standard,App,2018-05-13,False
822,56,F,Casado,Médio,CE,2435.91,0.231,482,Standard,App,2018-07-06,False
823,64,F,Solteiro,Médio,PR,4962.53,0.346,467,Standard,Indicação,2021-01-02,False
824,36,F,Solteiro,Superior,PE,7419.9,0.229,488,Standard,Parceiro,2021-02-12,False
825,54,F,Divorciado,Superior,RS,5556.13,0.349,747,Plus,Indicação,2020-07-07,False
826,36,M,Solteiro,Fundamental,MG,1094.52,0.115,713,Standard,Web,2022-03-27,False
827,18,F,Casado,Médio,Outros,3136.34,0.346,504,Standard,Parceiro,2021-04-04,False
828,43,M,Casado,Médio,SP,4646.09,0.05,298,Standard,App,2018-12-08,False
829,73,M,Casado,Superior,RJ,6821.69,0.391,529,Standard,App,2020-08-21,False
830,31,M,Casado,Médio,SP,3043.44,0.276,655,Standard,Indicação,2019-03-07,False
831,27,M,Casado,Superior,SP,3692.37,0.333,577,Standard,Indicação,2018-10-17,False
832,70,M,Divorciado,Médio,RS,4319.81,0.308,619,Plus,Web,2020-01-04,False
833,69,M,Casado,Médio,SP,800.0,0.075,478,Standard,App,2022-08-21,False
834,66,M,Solteiro,Superior,RJ,6660.34,0.444,763,Plus,App,2022-07-31,False
835,73,M,Casado,Superior,SP,19883.87,0.32,828,Private,Parceiro,2024-08-31,False
836,74,M,Casado,Médio,RJ,1317.1,0.371,640,Standard,Parceiro,2023-05-05,False
837,70,F,Casado,Superior,SP,4874.72,0.184,622,Plus,App,2021-06-26,False
838,72,M,Casado,Pós-graduação,GO,9462.5,0.309,729,Premium,App,2020-06-24,False
839,60,F,Solteiro,Médio,MG,2221.82,0.123,632,Standard,Parceiro,2018-01-27,False
840,35,M,Casado,Médio,SC,4701.15,0.298,468,Standard,App,2021-12-27,False
841,44,M,Divorciado,Fundamental,MG,2279.63,0.167,621,Standard,Parceiro,2020-05-17,False
842,39,F,Casado,Superior,SP,5935.19,0.8,724,Plus,Web,2020-03-13,False
843,47,F,Casado,Médio,PR,4171.42,0.353,753,Plus,App,2026-02-05,False
844,57,M,Casado,Médio,SP,2823.55,0.44,634,Standard,App,2019-10-01,False
845,31,F,Casado,Fundamental,RJ,8826.15,0.25,512,Standard,Web,2018-05-30,False
846,18,F,Solteiro,Superior,MG,5932.36,0.328,499,Standard,App,2025-10-10,False
847,52,M,Casado,Médio,SC,3087.19,0.389,518,Standard,App,2020-06-13,False
848,74,F,Casado,Superior,GO,2338.51,0.151,596,Standard,App,2020-11-04,False
849,67,M,Solteiro,Fundamental,SP,1371.71,0.199,541,Standard,Indicação,2019-01-05,False
850,18,F,Casado,Pós-graduação,PR,16860.62,0.397,587,Plus,App,2020-11-22,False
851,52,M,Casado,Médio,RJ,1436.04,0.254,401,Standard,Indicação,2026-01-24,False
852,48,F,Solteiro,Médio,SC,952.03,0.19,259,Standard,App,2022-07-22,False
853,42,F,Casado,Superior,Outros,5589.59,0.204,172,Standard,App,2021-03-16,False
854,56,F,Casado,Pós-graduação,MG,18852.85,0.133,749,Premium,App,2020-06-16,False
855,42,M,Solteiro,Médio,SP,2859.97,0.05,901,Standard,App,2020-09-20,False
856,70,F,Solteiro,Médio,SC,2366.84,0.076,822,Standard,Parceiro,2021-10-28,False
857,69,M,Casado,Superior,MG,2171.69,0.285,431,Standard,App,2020-03-20,False
858,54,M,Casado,Superior,CE,6895.54,0.361,645,Plus,Parceiro,2019-07-29,False
859,44,M,Casado,Médio,MG,3897.19,0.582,383,Standard,App,2022-08-01,False
860,52,F,Casado,Médio,Outros,1148.84,0.275,372,Standard,App,2024-10-07,False
861,69,F,Divorciado,Superior,SP,9698.92,0.126,490,Standard,App,2025-03-04,False
862,35,F,Solteiro,Superior,BA,8065.5,0.277,607,Plus,Parceiro,2024-05-31,False
863,67,M,Casado,Superior,SP,9688.17,0.364,632,Plus,Indicação,2021-06-18,False
864,51,F,Solteiro,Médio,PR,3748.6,0.404,622,Standard,Parceiro,2023-10-01,False
865,21,F,Solteiro,Fundamental,Outros,2495.85,0.392,664,Standard,App,2025-06-26,False
866,60,F,Viúvo,Pós-graduação,PR,12325.28,0.349,642,Plus,Web,2018-04-18,False
867,29,F,Divorciado,Superior,BA,8490.81,0.291,649,Plus,Parceiro,2020-12-05,False
868,47,M,Solteiro,Superior,SP,2215.26,0.368,415,Standard,Web,2019-12-26,False
869,72,F,Solteiro,Fundamental,SP,849.81,0.138,364,Standard,App,2026-05-17,False
870,62,F,Divorciado,Médio,MG,1937.92,0.05,355,Standard,App,2025-07-11,False
871,57,F,Solteiro,Superior,RJ,5154.33,0.531,694,Plus,Indicação,2023-12-02,False
872,21,M,Divorciado,Fundamental,SP,2185.52,0.274,521,Standard,App,2020-05-27,False
873,66,M,Solteiro,Pós-graduação,BA,11174.48,0.344,414,Standard,Parceiro,2025-10-23,False
874,37,M,Casado,Médio,PR,4894.79,0.05,592,Plus,App,2018-05-15,False
875,20,M,Solteiro,Superior,SP,9766.87,0.465,484,Standard,Indicação,2019-11-10,False
876,72,M,Casado,Superior,SP,3555.71,0.419,817,Standard,App,2021-11-07,False
877,28,F,Solteiro,Médio,RJ,3154.74,0.092,498,Standard,App,2023-10-21,False
878,36,M,Casado,Médio,RS,1832.54,0.242,659,Standard,App,2024-12-11,False
879,26,M,Divorciado,Superior,GO,5005.94,0.312,754,Plus,Web,2020-06-04,False
880,53,M,Solteiro,Médio,RJ,3288.77,0.128,447,Standard,App,2020-10-31,False
881,67,M,Casado,Médio,SP,800.0,0.339,562,Standard,Indicação,2021-02-13,False
882,47,M,Solteiro,Superior,PE,18363.59,0.405,839,Private,App,2018-05-05,False
883,67,F,Casado,Pós-graduação,SP,12610.08,0.319,709,Premium,App,2024-09-12,False
884,71,NB,Solteiro,Médio,RS,2078.75,0.092,617,Standard,App,2020-08-05,False
885,67,M,Casado,Médio,RJ,7339.75,0.156,444,Standard,App,2019-12-12,True
886,27,M,Casado,Médio,GO,2353.5,0.265,647,Standard,App,2020-11-30,False
887,29,F,Divorciado,Médio,PR,2991.81,0.25,509,Standard,App,2022-10-06,False
888,35,M,Divorciado,Fundamental,SP,1410.9,0.252,607,Standard,Indicação,2024-10-14,False
889,54,F,Solteiro,Médio,RJ,6395.63,0.248,747,Plus,Parceiro,2020-01-16,False
890,67,F,Solteiro,Superior,SP,5218.74,0.064,698,Plus,Parceiro,2019-09-26,False
891,35,F,Solteiro,Médio,SP,3017.3,0.377,627,Standard,App,2025-09-14,False
892,55,M,Casado,Pós-graduação,RJ,17342.89,0.355,840,Private,App,2021-07-21,False
893,28,F,Solteiro,Médio,MG,3751.63,0.343,683,Standard,App,2020-09-20,False
894,48,F,Divorciado,Fundamental,SC,1751.75,0.332,772,Standard,App,2019-12-12,False
895,62,M,Viúvo,Superior,SP,9582.55,0.246,652,Plus,Parceiro,2026-05-10,False
896,40,M,Solteiro,Superior,RJ,19569.84,0.207,799,Private,App,2022-11-15,False
897,27,M,Solteiro,Médio,CE,3281.58,0.158,711,Standard,App,2020-01-20,False
898,41,M,Casado,Médio,RJ,2968.33,0.465,509,Standard,Parceiro,2019-02-04,False
899,61,F,Casado,Médio,MG,3049.36,0.278,391,Standard,App,2019-12-12,False
900,71,M,Casado,Médio,SC,5391.56,0.081,675,Plus,App,2020-03-09,False
901,53,M,Solteiro,Médio,BA,2075.12,0.276,538,Standard,Web,2019-04-02,False
902,56,M,Divorciado,Médio,MG,2436.25,0.05,402,Standard,App,2020-02-08,False
903,41,F,Casado,Fundamental,Outros,834.49,0.31,622,Standard,Parceiro,2019-04-19,False
904,70,F,Solteiro,Médio,SP,1549.12,0.297,761,Standard,App,2020-10-09,True
905,67,F,Solteiro,Pós-graduação,SP,7333.05,0.215,401,Standard,Web,2021-04-06,False
906,73,F,Casado,Superior,RJ,5348.3,0.167,749,Plus,Parceiro,2021-02-14,False
907,67,M,Solteiro,Médio,SP,6781.25,0.347,268,Standard,App,2024-04-05,False
908,49,F,Divorciado,Fundamental,SP,2353.22,0.27,514,Standard,PDV,2020-03-20,False
909,72,M,Casado,Médio,SP,1774.61,0.05,821,Standard,App,2024-12-27,False
910,52,M,Viúvo,Médio,PR,1945.71,0.424,519,Standard,Parceiro,2025-04-03,False
911,52,F,Casado,Superior,RJ,10936.68,0.167,685,Premium,Indicação,2025-11-27,False
912,55,F,Divorciado,Superior,PE,9660.58,0.122,764,Premium,App,2019-10-21,False
913,28,F,Casado,Pós-graduação,SP,9634.66,0.443,417,Standard,App,2020-03-06,False
914,65,F,Casado,Pós-graduação,RS,7614.3,0.407,643,Plus,App,2021-11-18,False
915,38,M,Solteiro,Pós-graduação,SP,16672.46,0.23,751,Private,Indicação,2019-06-27,True
916,55,M,Casado,Pós-graduação,SP,5781.3,0.13,872,Plus,Indicação,2019-01-19,False
917,66,F,Casado,Fundamental,PR,2189.78,0.171,395,Standard,App,2018-12-06,False
918,24,F,Casado,Fundamental,SP,5607.56,0.228,555,Standard,Parceiro,2021-10-20,False
919,35,F,Casado,Médio,PR,3102.78,0.426,449,Standard,Web,2023-12-13,False
920,71,F,Solteiro,Médio,PR,1899.93,0.435,420,Standard,App,2020-03-28,False
921,38,M,Casado,Fundamental,PR,2209.95,0.3,726,Standard,Indicação,2025-07-29,False
922,55,M,Solteiro,Superior,RS,4348.12,0.358,598,Plus,App,2023-10-16,False
923,50,M,Casado,Superior,CE,2739.27,0.255,497,Standard,PDV,2018-12-23,False
924,67,F,Casado,Médio,SP,3975.45,0.175,517,Standard,Parceiro,2020-11-27,False
925,47,F,Divorciado,Médio,Outros,4896.58,0.1,522,Standard,Web,2018-11-10,False
926,42,F,Casado,Médio,SP,2396.88,0.319,504,Standard,Parceiro,2025-05-06,False
927,18,F,Divorciado,Médio,MG,2318.69,0.388,392,Standard,App,2023-03-03,False
928,45,F,Viúvo,Superior,Outros,3400.65,0.219,546,Standard,App,2022-06-17,False
929,51,M,Solteiro,Médio,SP,2597.77,0.423,522,Standard,App,2022-05-30,False
930,57,M,Casado,Superior,PE,4151.89,0.234,485,Standard,App,2020-05-10,False
931,62,M,Solteiro,Médio,RS,1688.94,0.29,584,Standard,Indicação,2025-07-29,False
932,62,F,Divorciado,Médio,CE,7211.69,0.253,662,Plus,App,2025-06-10,False
933,44,M,Casado,Médio,SP,3535.54,0.428,506,Standard,Indicação,2023-02-16,False
934,22,F,Solteiro,Superior,MG,7322.45,0.339,609,Plus,Indicação,2021-03-08,False
935,32,M,Solteiro,Superior,SP,8554.42,0.273,946,Premium,App,2018-08-06,False
936,41,F,Casado,Médio,SP,4117.05,0.289,888,Plus,Indicação,2018-05-11,False
937,73,M,Solteiro,Pós-graduação,PR,7727.12,0.137,487,Standard,App,2019-06-19,False
938,61,F,Solteiro,Fundamental,BA,2062.8,0.05,438,Standard,App,2021-10-03,False
939,68,M,Divorciado,Superior,BA,4807.77,0.216,451,Standard,App,2023-11-13,False
940,74,F,Solteiro,Fundamental,BA,2241.22,0.257,716,Standard,App,2025-10-06,False
941,25,F,Casado,Médio,SC,3321.66,0.344,526,Standard,App,2019-10-04,False
942,18,M,Casado,Superior,RJ,4542.23,0.26,630,Plus,App,2020-04-24,False
943,50,F,Solteiro,Médio,SP,1440.47,0.224,838,Standard,App,2018-09-07,False
944,33,F,Solteiro,Médio,SC,3012.4,0.05,576,Standard,App,2026-04-11,False
945,67,M,Solteiro,Médio,PR,2528.14,0.343,671,Standard,App,2023-08-26,False
946,44,F,Viúvo,Médio,SP,1088.1,0.305,628,Standard,Parceiro,2021-03-28,False
947,18,F,Casado,Superior,RJ,7089.25,0.378,544,Standard,App,2021-08-31,False
948,30,F,Solteiro,Superior,SP,8912.18,0.283,797,Premium,App,2021-08-09,False
949,37,F,Divorciado,Superior,SC,19471.0,0.418,656,Plus,App,2020-03-20,False
950,19,F,Solteiro,Médio,SP,2302.56,0.214,757,Standard,App,2019-11-02,False
951,36,M,Solteiro,Médio,RS,2138.84,0.275,485,Standard,App,2020-05-29,False
952,48,M,Solteiro,Médio,BA,1607.87,0.309,494,Standard,App,2020-03-08,False
953,68,M,Casado,Médio,Outros,3107.88,0.359,427,Standard,Indicação,2021-08-01,False
954,55,F,Casado,Médio,RJ,3098.07,0.33,449,Standard,Parceiro,2020-06-17,False
955,23,M,Casado,Pós-graduação,CE,6332.17,0.337,558,Standard,Web,2022-12-30,False
956,41,M,Solteiro,Superior,PR,5039.38,0.312,262,Standard,Web,2021-08-18,False
957,61,F,Casado,Superior,SP,2045.04,0.257,533,Standard,App,2021-06-20,False
958,39,M,Divorciado,Médio,RJ,4449.57,0.388,524,Standard,App,2025-10-19,False
959,50,M,Casado,Médio,RJ,1904.61,0.079,675,Standard,App,2020-07-10,False
960,74,F,Solteiro,Médio,SP,2751.9,0.205,634,Standard,Indicação,2021-12-07,False
961,25,F,Casado,Médio,RJ,1372.0,0.471,459,Standard,Indicação,2018-01-01,False
962,45,F,Solteiro,Médio,SP,2092.67,0.199,503,Standard,App,2023-02-04,False
963,52,M,Solteiro,Fundamental,PE,1565.16,0.271,528,Standard,PDV,2021-05-03,False
964,63,F,Casado,Fundamental,RJ,1789.87,0.447,771,Standard,App,2020-01-04,False
965,65,F,Casado,Pós-graduação,SP,12075.25,0.265,571,Standard,Web,2018-01-07,False
966,34,M,Divorciado,Médio,RS,5749.75,0.18,510,Standard,PDV,2022-09-19,False
967,44,M,Solteiro,Pós-graduação,CE,13703.45,0.424,548,Standard,App,2022-02-27,False
968,65,M,Solteiro,Médio,Outros,4529.91,0.245,388,Standard,App,2022-03-12,False
969,65,F,Casado,Médio,GO,5770.0,0.253,654,Plus,App,2021-01-15,False
970,64,M,Casado,Médio,CE,3722.79,0.05,615,Standard,App,2021-12-14,False
971,56,M,Casado,Médio,SP,2749.08,0.265,754,Standard,Parceiro,2021-08-24,False
972,33,F,Casado,Fundamental,MG,2981.25,0.362,723,Standard,Web,2020-02-24,False
973,38,F,Solteiro,Fundamental,RJ,3078.03,0.228,914,Standard,App,2021-05-29,False
974,55,M,Casado,Pós-graduação,Outros,13138.87,0.126,689,Premium,App,2021-05-22,False
975,32,F,Viúvo,Médio,SP,1352.97,0.222,521,Standard,Parceiro,2024-03-10,False
976,56,F,Solteiro,Superior,MG,3611.12,0.206,403,Standard,Indicação,2021-01-09,False
977,47,M,Casado,Médio,SP,2440.47,0.25,668,Standard,Parceiro,2021-01-13,False
978,43,F,Solteiro,Médio,CE,4134.76,0.218,608,Plus,App,2026-03-21,False
979,38,M,Solteiro,Médio,SP,2770.27,0.48,666,Standard,App,2025-01-30,False
980,62,M,Casado,Médio,CE,4943.4,0.316,441,Standard,App,2020-02-29,False
981,44,M,Casado,Pós-graduação,Outros,18336.8,0.071,811,Private,App,2025-04-13,False
982,35,M,Solteiro,Superior,SP,10017.5,0.289,691,Premium,App,2019-06-19,False
983,39,M,Casado,Superior,BA,10049.45,0.275,682,Premium,App,2024-07-25,False
984,45,F,Solteiro,Médio,SP,1667.16,0.423,466,Standard,App,2019-10-27,False
985,53,M,Solteiro,Médio,RJ,3564.19,0.261,751,Standard,Parceiro,2020-12-27,False
986,74,M,Casado,Pós-graduação,SP,7011.33,0.258,913,Plus,App,2026-03-18,False
987,37,F,Solteiro,Médio,RS,1227.63,0.504,401,Standard,Parceiro,2019-02-21,False
988,28,F,Casado,Fundamental,SP,1559.01,0.152,661,Standard,App,2024-05-23,False
989,73,M,Casado,Médio,BA,5430.26,0.376,204,Standard,Indicação,2021-04-20,False
990,26,M,Divorciado,Superior,SC,6924.87,0.288,718,Plus,App,2019-04-02,False
991,69,M,Solteiro,Superior,RJ,15084.27,0.22,461,Standard,Parceiro,2025-10-25,False
992,26,F,Casado,Superior,SP,6009.63,0.202,540,Standard,App,2021-07-18,False
993,38,F,Solteiro,Superior,SP,18702.36,0.443,582,Plus,App,2024-11-28,False
994,74,M,Solteiro,Médio,SP,3059.89,0.336,548,Standard,Web,2024-10-05,False
995,27,M,Solteiro,Pós-graduação,Outros,9607.38,0.352,774,Premium,App,2018-03-09,False
996,27,F,Casado,Médio,RJ,1476.87,0.387,299,Standard,Parceiro,2020-04-06,False
997,52,F,Solteiro,Superior,BA,9583.37,0.321,606,Plus,Indicação,2020-08-03,False
998,28,M,Viúvo,Fundamental,Outros,1400.35,0.153,487,Standard,App,2021-06-25,False
999,19,M,Casado,Pós-graduação,SP,6874.15,0.091,845,Plus,App,2018-11-28,False
1000,57,M,Divorciado,Médio,MG,5313.41,0.465,666,Plus,Parceiro,2020-10-28,False
1001,72,F,Solteiro,Fundamental,CE,3212.01,0.305,415,Standard,Web,2024-01-28,False
1002,61,F,Solteiro,Médio,RS,4931.51,0.29,535,Standard,App,2019-09-28,False
1003,72,M,Casado,Fundamental,SP,1501.84,0.497,777,Standard,Parceiro,2022-08-24,False
1004,48,F,Solteiro,Médio,SC,2729.54,0.152,674,Standard,Parceiro,2021-02-22,False
1005,53,M,Casado,Superior,GO,5337.84,0.05,477,Standard,Indicação,2018-11-22,False
1006,74,F,Divorciado,Médio,SC,4140.76,0.063,554,Standard,Parceiro,2019-10-10,False
1007,46,F,Casado,Pós-graduação,BA,20657.41,0.216,757,Private,App,2019-06-28,False
1008,20,F,Divorciado,Médio,BA,3365.89,0.294,507,Standard,App,2021-11-11,False
1009,31,M,Solteiro,Superior,RS,14764.03,0.447,479,Standard,Web,2019-01-24,False
1010,53,M,Casado,Médio,SP,4385.12,0.381,499,Standard,Parceiro,2024-03-07,False
1011,66,F,Casado,Superior,GO,4890.76,0.05,795,Plus,App,2023-12-23,False
1012,52,F,Casado,Médio,SP,4237.51,0.616,539,Standard,Indicação,2019-01-03,False
1013,41,M,Casado,Médio,PE,6570.5,0.231,606,Plus,App,2025-01-01,False
1014,36,F,Casado,Pós-graduação,RJ,25801.59,0.427,871,Private,App,2025-11-24,False
1015,56,M,Divorciado,Médio,PR,5068.6,0.346,913,Plus,App,2018-07-20,True
1016,69,M,Solteiro,Médio,SC,2836.18,0.281,577,Standard,App,2025-10-15,False
1017,33,F,Solteiro,Superior,SC,4935.24,0.252,754,Plus,App,2020-04-30,False
1018,49,M,Solteiro,Superior,SP,7335.92,0.147,546,Standard,App,2022-03-09,False
1019,42,M,Solteiro,Fundamental,RS,4156.92,0.125,555,Standard,Parceiro,2019-10-03,False
1020,32,M,Casado,Médio,SP,3478.16,0.26,585,Standard,Parceiro,2024-02-10,False
1021,41,F,Casado,Superior,SP,6903.4,0.113,516,Standard,App,2024-06-02,False
1022,23,M,Solteiro,Superior,MG,5643.18,0.478,581,Plus,App,2026-02-21,False
1023,48,M,Divorciado,Pós-graduação,Outros,8063.49,0.292,763,Premium,PDV,2026-04-27,False
1024,24,M,Divorciado,Médio,Outros,2581.97,0.531,461,Standard,App,2018-12-16,False
1025,45,M,Casado,Superior,MG,5885.32,0.228,612,Plus,App,2022-02-05,False
1026,69,M,Casado,Médio,SC,6610.57,0.209,720,Plus,App,2020-04-20,False
1027,26,M,Solteiro,Pós-graduação,SP,8426.95,0.351,527,Standard,Web,2019-05-14,False
1028,32,M,Casado,Médio,SP,2874.63,0.249,729,Standard,App,2019-07-20,False
1029,59,F,Casado,Superior,PR,3568.19,0.397,595,Standard,Web,2025-08-12,False
1030,69,M,Solteiro,Médio,SC,4006.57,0.453,567,Standard,Web,2022-06-04,False
1031,72,M,Casado,Médio,BA,5545.35,0.412,327,Standard,Web,2018-08-21,False
1032,24,F,Casado,Superior,SP,12391.33,0.444,638,Plus,Parceiro,2026-03-20,False
1033,31,M,Solteiro,Médio,RJ,3099.69,0.378,631,Standard,Indicação,2023-12-28,False
1034,74,M,Casado,Pós-graduação,SP,12660.27,0.214,938,Premium,Web,2020-06-18,False
1035,46,NB,Casado,Médio,SC,2593.07,0.417,652,Standard,App,2021-03-11,False
1036,65,F,Solteiro,Superior,SP,7161.77,0.364,785,Plus,Parceiro,2022-12-19,False
1037,18,F,Solteiro,Médio,RJ,3275.93,0.206,412,Standard,App,2022-04-30,False
1038,24,M,Solteiro,Médio,MG,2882.77,0.221,558,Standard,App,2021-02-27,False
1039,29,F,Casado,Médio,SP,2999.65,0.269,749,Standard,App,2021-05-19,False
1040,22,M,Solteiro,Fundamental,RJ,2256.35,0.413,444,Standard,PDV,2018-07-19,False
1041,68,M,Solteiro,Fundamental,BA,1553.81,0.294,695,Standard,App,2021-04-29,False
1042,63,F,Divorciado,Superior,SP,4871.98,0.279,703,Plus,Indicação,2020-08-08,False
1043,40,M,Divorciado,Superior,MG,12915.51,0.261,735,Premium,Indicação,2020-05-10,False
1044,22,F,Casado,Superior,Outros,21328.02,0.238,752,Private,Indicação,2020-04-14,False
1045,24,M,Divorciado,Fundamental,SP,985.71,0.14,415,Standard,App,2021-12-30,False
1046,32,M,Casado,Médio,SP,1491.65,0.375,808,Standard,Indicação,2021-01-02,False
1047,59,F,Solteiro,Médio,PR,1735.06,0.158,651,Standard,Indicação,2020-12-27,False
1048,63,F,Casado,Superior,RS,5223.17,0.288,652,Plus,Web,2019-08-19,False
1049,48,F,Solteiro,Superior,Outros,8607.54,0.231,587,Plus,Web,2025-12-07,False
1050,69,M,Casado,Médio,SP,3763.11,0.372,592,Standard,App,2020-01-30,False
1051,70,M,Viúvo,Superior,CE,5994.03,0.239,637,Plus,App,2020-11-25,False
1052,61,F,Solteiro,Fundamental,MG,2344.93,0.159,626,Standard,Indicação,2019-11-16,False
1053,22,M,Solteiro,Médio,SP,1980.95,0.399,668,Standard,App,2022-09-02,False
1054,68,F,Solteiro,Fundamental,MG,1593.17,0.181,451,Standard,Indicação,2021-01-13,False
1055,69,M,Divorciado,Médio,RJ,2772.01,0.299,370,Standard,Parceiro,2020-12-07,False
1056,49,M,Solteiro,Superior,SP,2490.89,0.433,583,Standard,App,2024-11-02,False
1057,52,M,Divorciado,Pós-graduação,SP,5315.55,0.192,361,Standard,Parceiro,2023-05-19,False
1058,62,F,Solteiro,Médio,SP,1598.13,0.268,515,Standard,App,2021-05-31,False
1059,51,M,Casado,Médio,MG,4102.82,0.228,520,Standard,Web,2021-03-08,False
1060,37,M,Solteiro,Superior,SP,6217.86,0.296,685,Plus,App,2025-11-28,False
1061,57,F,Solteiro,Pós-graduação,SP,12894.78,0.272,974,Premium,Parceiro,2025-11-12,False
1062,62,M,Solteiro,Superior,SP,2192.23,0.39,296,Standard,App,2022-09-09,False
1063,26,F,Solteiro,Médio,PR,1333.54,0.206,876,Standard,App,2023-05-22,False
1064,56,M,Solteiro,Superior,Outros,7662.63,0.433,601,Plus,App,2025-02-21,False
1065,27,M,Solteiro,Médio,SP,800.0,0.473,600,Standard,Indicação,2025-12-18,False
1066,50,M,Casado,Pós-graduação,Outros,17524.62,0.311,554,Standard,Web,2019-01-09,False
1067,24,M,Casado,Médio,PR,1125.2,0.185,695,Standard,Parceiro,2026-05-19,False
1068,74,F,Solteiro,Superior,GO,8384.8,0.275,648,Plus,Indicação,2022-09-01,False
1069,56,M,Casado,Fundamental,MG,1154.3,0.265,547,Standard,App,2021-09-28,False
1070,44,F,Casado,Médio,RJ,4730.69,0.493,327,Standard,PDV,2020-12-06,False
1071,46,F,Viúvo,Superior,SC,27353.06,0.268,880,Private,App,2020-08-02,False
1072,53,F,Casado,Superior,MG,1765.02,0.446,681,Standard,Indicação,2023-12-11,False
