id_contrato,id_cliente,tipo_produto,valor_contratado,prazo_meses,taxa_juros_am,score_decisao,data_contratacao,status_contrato,dias_atraso,flag_renegociado
3873,3232,CC,4088.44,14,0.0501,442,2020-11-22,ATRASO_1_30,6,False
3874,1406,EP,5726.47,23,0.0226,524,2019-04-15,ATRASO_1_30,6,False
3875,3841,EP,8379.94,27,0.0346,507,2026-02-09,ATRASO_1_30,10,False
3876,2239,CC,3496.89,10,0.03,509,2024-05-07,ATRASO_1_30,5,False
3877,2581,EP,9539.29,19,0.0267,419,2023-07-20,ATRASO_1_30,5,True
3878,1367,EP,12913.95,17,0.0438,275,2026-01-01,QUITADO,0,False
3879,937,CG,101418.39,11,0.0333,476,2020-02-24,ATRASO_31_90,41,True
3880,2180,FV,70091.55,41,0.0267,651,2024-11-28,ATRASO_1_30,4,False
3881,1595,EP,19901.13,25,0.0288,541,2021-04-29,ATRASO_1_30,10,False
3882,2941,CG,42768.95,13,0.0283,643,2020-11-10,ATRASO_1_30,13,True
3883,2949,CS,7739.69,72,0.0411,626,2022-06-05,QUITADO,0,True
3884,1802,EP,7604.6,27,0.0226,646,2021-07-31,ATRASO_1_30,25,False
3885,674,EP,5964.47,29,0.0104,627,2025-01-04,ATRASO_1_30,5,False
3886,1054,EP,3640.22,27,0.0419,435,2022-05-19,ATRASO_1_30,8,False
3887,1354,FV,30002.3,37,0.0511,185,2021-07-08,ATRASO_1_30,20,False
3888,1983,FV,52870.02,50,0.0142,643,2024-08-27,ATRASO_1_30,3,False
3889,3766,CS,24809.47,51,0.0185,590,2025-11-11,ATRASO_1_30,2,False
3890,1303,CC,3308.08,11,0.027,542,2019-08-10,ATIVO,0,False
3891,3692,CC,6695.7,11,0.0193,635,2022-12-02,ATRASO_1_30,7,False
3892,322,EP,8031.62,12,0.0332,443,2021-02-19,ATRASO_31_90,53,True
3893,3263,FV,8381.65,38,0.0131,830,2019-07-10,ATRASO_1_30,5,False
3894,3170,CC,1547.72,10,0.0242,624,2021-09-29,ATRASO_1_30,23,False
3895,3968,CC,4469.39,5,0.0329,668,2022-12-02,ATRASO_1_30,3,False
3896,3170,EP,2699.22,30,0.0418,637,2023-02-15,ATRASO_31_90,61,True
3897,1581,CS,5386.28,61,0.0211,539,2018-10-29,ATRASO_1_30,4,False
3898,1591,FV,14020.76,49,0.0337,453,2023-11-18,ATIVO,0,False
3899,4047,EP,7052.1,28,0.0327,668,2021-03-24,ATRASO_1_30,11,False
3900,4797,CC,4034.5,13,0.0503,301,2021-11-16,ATRASO_1_30,3,False
3901,2546,CS,4301.52,68,0.0152,617,2020-01-17,ATRASO_31_90,31,True
3902,3946,FV,55043.44,57,0.0418,283,2023-11-25,ATRASO_31_90,41,False
3903,4925,CC,3518.69,12,0.0332,678,2022-10-03,ATRASO_1_30,6,False
3904,4513,FV,15824.17,51,0.0148,699,2018-05-31,ATRASO_1_30,1,False
3905,172,FV,35800.38,52,0.0236,575,2025-04-12,ATRASO_1_30,6,False
3906,2348,EP,5077.45,17,0.0366,518,2022-04-29,ATRASO_1_30,5,False
3907,3008,FV,22024.87,27,0.0298,482,2025-11-05,QUITADO,0,False
3908,2619,EP,3736.63,14,0.0336,595,2023-12-24,ATRASO_1_30,19,False
3909,2937,CS,11861.06,68,0.0404,580,2026-05-16,QUITADO,0,False
3910,3458,CS,10311.77,53,0.0298,575,2018-11-07,ATRASO_1_30,13,False
3911,1141,EP,6834.79,22,0.0174,708,2018-05-26,QUITADO,0,False
3912,2941,CC,3240.2,12,0.0317,605,2023-11-27,ATRASO_1_30,3,True
3913,3337,CS,13806.98,77,0.024,756,2020-06-12,ATRASO_1_30,3,False
3914,3342,FV,31006.62,54,0.0348,426,2024-01-04,ATRASO_1_30,15,False
3915,2927,CC,1061.25,12,0.0348,481,2021-01-10,ATIVO,0,False
3916,2163,EP,7763.13,25,0.0293,643,2023-10-28,ATRASO_1_30,6,False
3917,1784,EP,4470.53,34,0.0344,493,2021-05-26,ATRASO_1_30,4,False
3918,665,EP,15676.42,19,0.0184,654,2026-03-19,ATRASO_1_30,1,False
3919,3796,CD,1935.82,7,0.0185,809,2020-05-29,QUITADO,0,False
3920,4061,FV,63248.98,48,0.026,596,2025-08-06,QUITADO,0,False
3921,4931,CC,2517.9,11,0.0241,612,2023-05-09,ATRASO_1_30,4,True
3922,1937,CD,2557.83,6,0.0157,630,2025-03-14,ATRASO_1_30,1,False
3923,1058,CC,1785.32,7,0.0421,515,2024-04-03,ATRASO_1_30,8,True
3924,3042,CG,49334.85,9,0.0332,607,2018-08-25,ATRASO_1_30,1,False
3925,3002,CG,28921.05,12,0.0277,516,2025-05-31,ATRASO_1_30,2,False
3926,1846,EP,11425.36,26,0.0306,650,2026-02-06,ATRASO_1_30,5,False
3927,1714,CD,4209.04,6,0.0303,723,2026-02-09,ATRASO_1_30,5,False
3928,2411,CS,14790.02,68,0.0185,963,2025-06-02,ATRASO_1_30,12,False
3929,2120,CC,1425.9,16,0.032,488,2018-09-10,ATRASO_1_30,28,True
3930,3195,CC,2330.55,10,0.0097,780,2022-10-30,QUITADO,0,False
3931,3620,EP,50109.27,25,0.008,844,2024-08-16,ATRASO_1_30,11,False
3932,2893,CS,19612.24,68,0.0317,589,2024-08-08,ATRASO_1_30,8,False
3933,3426,CC,2199.74,12,0.026,466,2019-03-23,ATRASO_1_30,2,False
3934,705,CC,6075.06,11,0.0326,730,2024-08-13,ATRASO_1_30,14,False
3935,1564,CC,3767.85,10,0.0288,669,2019-06-04,ATRASO_1_30,11,True
3936,1178,CC,16911.81,11,0.0363,561,2024-09-27,ATRASO_1_30,11,False
3937,3993,EP,8343.09,30,0.0193,652,2025-11-01,ATRASO_1_30,11,False
3938,870,EP,6861.88,34,0.0405,354,2023-10-29,ATRASO_1_30,9,False
3939,4338,CS,11489.89,39,0.027,545,2021-04-13,ATRASO_1_30,4,False
3940,2880,CC,2771.87,12,0.0096,672,2023-03-21,ATRASO_1_30,12,False
3941,874,CS,7811.13,38,0.0323,625,2020-04-11,ATRASO_1_30,27,False
3942,1973,CC,1782.15,10,0.0363,606,2022-09-28,ATRASO_1_30,8,False
3943,277,CC,2624.65,12,0.0407,667,2018-12-20,ATRASO_1_30,1,False
3944,1233,CG,79311.38,9,0.031,600,2024-04-04,QUITADO,0,False
3945,3009,EP,6857.78,21,0.0311,486,2020-11-16,ATRASO_1_30,10,False
3946,221,CC,2476.21,10,0.0401,471,2024-12-30,ATRASO_1_30,18,False
3947,2617,CC,1579.68,12,0.0196,649,2019-08-18,ATRASO_1_30,4,True
3948,3838,EP,12208.17,21,0.0215,599,2022-03-21,ATRASO_1_30,2,False
3949,1212,EP,21010.46,29,0.0285,516,2026-04-22,ATRASO_1_30,8,True
3950,271,CG,30067.11,11,0.0189,627,2021-12-08,ATRASO_1_30,1,False
3951,3117,EP,5457.58,19,0.014,739,2021-12-03,ATRASO_1_30,4,False
3952,1904,CS,6904.13,41,0.0367,640,2025-06-09,ATIVO,0,False
3953,2050,EP,13073.27,19,0.0247,544,2018-01-20,QUITADO,0,False
3954,2279,EP,14947.22,22,0.0359,490,2020-06-28,ATRASO_1_30,2,False
3955,2942,CS,13155.24,65,0.0325,394,2025-06-04,ATRASO_1_30,15,False
3956,2266,FV,17153.78,54,0.0376,332,2018-03-22,ATRASO_1_30,18,True
3957,1519,CC,4423.09,14,0.0353,505,2021-06-22,ATRASO_1_30,17,False
3958,693,EP,9207.45,26,0.0345,472,2018-11-08,ATIVO,0,False
3959,4923,CC,4275.7,14,0.0325,386,2024-07-23,ATRASO_1_30,2,False
3960,3548,CG,26717.26,11,0.0342,611,2021-11-14,QUITADO,0,True
3961,3313,CS,6157.55,57,0.0188,797,2024-03-19,ATRASO_1_30,1,False
3962,1136,CG,18877.34,10,0.008,781,2018-11-22,ATRASO_1_30,3,False
3963,99,EP,15974.37,20,0.0405,493,2019-01-06,ATRASO_1_30,12,False
3964,3146,CC,7123.93,15,0.0292,531,2026-05-18,ATRASO_1_30,2,False
3965,4513,FV,13253.22,46,0.0202,639,2025-06-05,ATRASO_1_30,6,False
3966,1891,CG,30978.34,9,0.0318,606,2024-08-19,ATRASO_1_30,10,False
3967,594,FV,21750.59,39,0.008,696,2021-06-05,ATIVO,0,False
3968,2606,EP,13803.98,34,0.031,445,2020-05-27,ATRASO_1_30,10,False
3969,4934,CC,3686.65,12,0.0413,322,2019-12-26,ATRASO_1_30,6,False
3970,2262,CG,126141.66,13,0.015,726,2020-10-25,QUITADO,0,False
3971,1692,CS,10075.63,53,0.0318,659,2019-07-09,ATRASO_1_30,1,False
3972,4777,CD,671.38,3,0.02,532,2021-06-17,QUITADO,0,False
3973,1200,CS,7714.44,44,0.017,771,2024-04-26,ATRASO_1_30,1,False
3974,1733,EP,4633.59,20,0.041,519,2018-08-31,ATRASO_1_30,14,False
3975,1215,EP,15036.01,20,0.0327,348,2024-11-20,ATRASO_1_30,10,False
3976,765,CC,11093.47,11,0.0152,848,2019-12-04,ATRASO_1_30,2,False
3977,4432,EP,10736.42,27,0.0181,696,2023-07-06,ATRASO_1_30,6,False
3978,1805,FV,23037.41,48,0.0144,550,2018-01-07,QUITADO,0,False
3979,3995,CC,4082.54,12,0.029,654,2018-09-16,ATRASO_1_30,1,False
3980,2496,EP,3005.2,28,0.0345,465,2023-12-20,ATRASO_1_30,1,False
3981,3640,EP,7093.04,30,0.0228,657,2018-02-22,ATRASO_1_30,24,False
3982,332,CG,18316.73,9,0.0389,445,2018-05-31,ATRASO_1_30,3,False
3983,2850,CS,16014.24,64,0.021,625,2024-11-24,ATRASO_1_30,14,False
3984,4593,CC,3167.28,13,0.0083,806,2019-09-29,ATIVO,0,False
3985,4938,CS,19624.13,62,0.0241,676,2019-06-25,ATRASO_1_30,3,False
3986,994,CG,78034.56,10,0.0414,575,2024-08-17,ATRASO_1_30,3,True
3987,3829,CS,8600.45,47,0.0225,737,2020-11-26,ATRASO_1_30,24,True
3988,4654,CC,6434.31,11,0.0086,730,2021-11-22,ATRASO_1_30,6,False
3989,3669,EP,3931.98,25,0.0513,609,2019-11-29,ATRASO_1_30,1,False
3990,2021,CS,58329.19,72,0.0241,447,2022-10-10,ATRASO_1_30,3,False
3991,666,EP,3579.59,23,0.0136,603,2020-05-13,ATRASO_1_30,13,False
3992,2778,EP,12511.71,18,0.0383,684,2023-11-06,ATRASO_1_30,8,False
3993,130,EP,16870.68,19,0.0341,361,2025-02-23,ATRASO_1_30,23,False
3994,3416,EP,8912.94,18,0.0105,828,2026-05-30,ATRASO_1_30,2,False
3995,2054,CC,1883.08,11,0.0397,550,2019-05-10,QUITADO,0,False
3996,325,CC,2199.54,8,0.0583,232,2020-03-02,ATRASO_31_90,36,False
3997,3519,EP,4332.39,20,0.0246,682,2026-04-15,ATRASO_1_30,11,True
3998,2070,FV,34894.75,63,0.037,479,2021-08-27,ATRASO_91_180,111,True
3999,2522,CD,2412.54,5,0.0339,757,2024-02-09,QUITADO,0,False
4000,1409,EP,10693.69,24,0.0146,657,2023-03-31,ATRASO_1_30,15,True
4001,2171,CS,12406.56,43,0.0284,619,2019-03-18,ATRASO_1_30,8,False
4002,843,EP,3460.66,23,0.0163,715,2022-12-25,ATRASO_1_30,10,False
4003,941,FV,97127.48,31,0.021,504,2018-07-09,ATIVO,0,False
4004,3345,EP,7202.29,24,0.0357,534,2018-01-30,ATRASO_1_30,25,False
4005,4160,CG,39802.87,8,0.04,489,2025-09-03,ATRASO_1_30,3,False
4006,829,EP,9187.5,30,0.0357,519,2018-01-04,ATRASO_31_90,45,True
4007,807,EP,2957.9,33,0.0283,736,2025-10-18,ATRASO_1_30,1,False
4008,2915,FV,33802.5,41,0.027,582,2023-08-07,ATRASO_1_30,8,True
4009,2792,FV,30876.51,32,0.0369,434,2018-09-08,QUITADO,0,False
4010,1953,CC,3158.24,10,0.0461,303,2018-10-29,ATRASO_1_30,6,False
4011,4946,EP,16637.93,15,0.0507,468,2021-11-26,ATRASO_1_30,4,False
4012,4882,FV,16530.78,44,0.008,682,2023-05-31,ATRASO_1_30,6,False
4013,3200,CD,1465.56,4,0.008,895,2024-11-14,ATRASO_1_30,5,False
4014,4533,FV,24182.26,58,0.0159,785,2023-08-28,ATRASO_1_30,2,False
4015,2282,EP,7028.49,13,0.0412,387,2022-05-27,ATRASO_1_30,5,False
4016,38,CG,82359.6,8,0.0527,312,2025-05-28,QUITADO,0,False
4017,533,CS,11108.52,70,0.034,610,2018-03-22,ATRASO_1_30,5,False
4018,4055,FV,29683.87,41,0.0201,706,2021-12-28,QUITADO,0,False
4019,626,EP,1953.96,31,0.0287,637,2022-08-07,ATRASO_1_30,8,True
4020,844,EP,12809.23,24,0.0244,637,2024-12-01,ATRASO_1_30,6,True
4021,3408,CC,1321.63,12,0.0303,522,2025-10-07,ATRASO_1_30,6,False
4022,2353,FV,26387.68,50,0.0284,795,2021-04-16,QUITADO,0,False
4023,1201,CC,2093.65,12,0.008,733,2025-04-12,ATIVO,0,False
4024,4061,FV,8904.76,45,0.0255,568,2025-10-06,ATRASO_1_30,4,False
4025,3596,EP,8695.64,23,0.008,836,2018-05-13,ATRASO_1_30,3,False
4026,1438,CS,9316.72,74,0.0389,244,2018-10-04,ATRASO_1_30,1,False
4027,1033,EP,10886.22,20,0.0206,659,2019-12-06,QUITADO,0,False
4028,3670,CD,2079.54,6,0.0173,478,2022-05-16,ATRASO_1_30,4,True
4029,1180,CS,17356.93,55,0.0489,352,2024-05-16,ATRASO_1_30,3,True
4030,1205,CS,16266.85,67,0.0583,364,2025-07-09,QUITADO,0,False
4031,4406,CC,4704.72,15,0.0317,559,2025-06-19,ATRASO_1_30,9,True
4032,4365,CC,6206.66,10,0.0405,581,2022-04-07,ATIVO,0,False
4033,4885,CS,14882.3,48,0.014,772,2023-10-07,QUITADO,0,True
4034,2196,CS,13648.33,50,0.0291,783,2024-10-19,ATRASO_1_30,10,False
4035,3647,FV,31658.45,56,0.0414,227,2022-02-23,ATRASO_1_30,1,False
4036,997,CC,4085.53,12,0.0221,567,2021-11-12,ATIVO,0,False
4037,4951,FV,47810.61,47,0.0388,422,2024-10-11,ATRASO_1_30,3,False
4038,267,CS,16108.31,57,0.0468,498,2021-05-28,ATRASO_91_180,103,False
4039,4286,CS,10773.37,51,0.0363,605,2019-11-30,ATRASO_1_30,12,False
4040,3033,CC,12502.53,14,0.042,536,2023-01-10,ATRASO_1_30,3,False
4041,4692,CS,30075.03,62,0.008,753,2025-11-21,ATRASO_1_30,1,False
4042,3415,FV,21398.62,65,0.0118,717,2025-08-20,ATRASO_1_30,2,False
4043,963,CS,11938.74,59,0.0267,536,2024-04-15,ATRASO_1_30,1,False
4044,3403,CS,31544.4,63,0.0503,355,2025-07-27,QUITADO,0,False
4045,3714,CC,2056.12,10,0.0376,511,2020-07-18,ATRASO_31_90,65,False
4046,2488,CS,5714.9,52,0.022,410,2024-01-31,ATRASO_31_90,65,True
4047,2941,FV,174309.17,47,0.0242,571,2020-02-27,QUITADO,0,False
4048,2014,FV,26138.66,59,0.016,658,2022-06-28,ATRASO_1_30,8,True
4049,1344,EP,2380.62,21,0.0362,407,2021-05-01,ATIVO,0,True
4050,3096,CS,7323.0,54,0.0565,349,2022-02-25,ATRASO_1_30,9,False
4051,2523,EP,6184.67,17,0.02,700,2019-04-24,ATRASO_1_30,7,False
4052,167,EP,12997.4,35,0.0316,419,2021-07-21,QUITADO,0,False
4053,3790,CC,3569.51,10,0.008,854,2021-12-12,ATRASO_1_30,6,False
4054,1198,CS,5145.27,42,0.0137,959,2025-11-19,ATRASO_1_30,8,False
4055,233,CC,600.11,12,0.0314,519,2021-06-02,ATRASO_31_90,35,False
4056,1278,FV,46899.65,50,0.031,341,2024-05-19,ATRASO_1_30,8,False
4057,4467,CG,51807.42,13,0.0229,804,2025-09-28,QUITADO,0,False
4058,3893,CS,24722.06,62,0.0231,615,2020-03-29,ATRASO_1_30,3,False
4059,2115,CS,8181.92,38,0.0301,508,2018-06-24,QUITADO,0,False
4060,2207,EP,6786.89,20,0.0202,581,2025-08-14,ATIVO,0,False
4061,2146,EP,5771.57,29,0.008,717,2024-03-29,QUITADO,0,True
4062,230,EP,5521.81,28,0.0381,527,2018-08-24,QUITADO,0,False
4063,1800,CG,62741.98,13,0.0347,497,2022-08-18,ATIVO,0,False
4064,4476,CS,9090.06,77,0.0379,395,2019-01-01,ATRASO_1_30,8,False
4065,3146,CC,1269.7,11,0.0274,554,2019-04-29,ATRASO_91_180,103,True
4066,1927,CG,109507.76,14,0.024,557,2023-06-12,ATRASO_1_30,18,False
4067,4935,FV,39800.95,43,0.0205,753,2025-04-04,ATIVO,0,False
4068,385,CS,17748.91,80,0.0432,351,2022-03-12,ATRASO_1_30,9,True
4069,4319,EP,17500.9,21,0.0227,776,2019-04-26,ATRASO_1_30,12,False
4070,2093,CS,10550.44,45,0.0185,697,2020-09-30,QUITADO,0,False
4071,2518,CC,3086.75,9,0.0459,367,2026-02-21,ATRASO_1_30,14,True
4072,4748,EP,4172.65,30,0.0338,490,2021-12-08,ATRASO_1_30,15,True
4073,4661,EP,13337.86,31,0.0329,550,2025-09-10,ATRASO_1_30,4,False
4074,4008,FV,13736.92,38,0.0215,627,2022-01-07,ATRASO_1_30,10,False
4075,2646,FV,39344.44,41,0.0256,516,2021-09-06,QUITADO,0,False
4076,2968,EP,10905.34,12,0.0282,599,2023-10-14,ATRASO_1_30,9,False
4077,4521,CC,1581.86,9,0.0169,569,2020-01-27,ATRASO_1_30,4,False
4078,3796,CC,7313.44,11,0.0086,909,2019-09-24,ATRASO_1_30,3,False
4079,1511,EP,2428.57,22,0.0273,544,2019-10-13,ATRASO_1_30,1,False
4080,2583,CD,675.84,3,0.0328,398,2024-02-07,ATRASO_1_30,9,False
4081,4094,CS,11754.96,42,0.0279,666,2022-11-11,ATRASO_1_30,6,False
4082,4020,EP,12270.21,32,0.0214,496,2023-02-04,ATRASO_1_30,6,False
4083,1496,CS,5281.07,73,0.0435,560,2024-04-02,ATRASO_1_30,10,False
4084,4201,FV,54025.32,49,0.0396,355,2018-01-26,ATRASO_1_30,7,False
4085,2830,EP,13066.16,24,0.0139,935,2023-08-17,ATIVO,0,False
4086,1687,CS,9466.33,60,0.0312,681,2022-04-08,ATRASO_1_30,5,False
4087,2463,EP,8652.55,23,0.0528,407,2018-10-12,ATRASO_1_30,8,True
4088,2227,CC,7052.47,12,0.0243,718,2018-09-02,ATRASO_1_30,7,False
4089,374,CS,29982.24,41,0.008,912,2025-10-19,ATRASO_1_30,19,False
4090,1133,CG,36684.38,11,0.0115,694,2022-02-23,ATIVO,0,False
4091,685,EP,4853.01,14,0.0261,730,2019-04-01,ATRASO_1_30,5,False
4092,3426,FV,31802.71,46,0.0335,446,2020-06-28,ATRASO_1_30,7,False
4093,2084,CS,6272.48,65,0.0324,782,2020-01-02,ATRASO_1_30,9,True
4094,686,CG,105922.8,10,0.0394,203,2022-05-24,ATRASO_1_30,21,True
4095,2982,EP,10726.35,25,0.0262,439,2023-06-20,ATRASO_1_30,1,False
4096,2361,EP,7980.28,23,0.0148,678,2021-04-25,ATRASO_31_90,39,True
4097,3381,EP,15647.63,26,0.0431,680,2025-11-01,ATRASO_1_30,2,False
4098,4833,EP,12723.1,25,0.0416,521,2021-06-29,ATRASO_1_30,14,False
4099,4926,CG,89715.7,9,0.0226,492,2023-02-16,ATRASO_1_30,2,False
4100,2330,EP,11161.15,17,0.0319,452,2021-02-25,QUITADO,0,False
4101,159,CG,116890.48,8,0.0295,456,2020-03-17,ATRASO_1_30,18,False
4102,342,CC,1537.97,9,0.008,988,2024-07-19,ATIVO,0,False
4103,693,EP,10944.6,27,0.0326,466,2021-11-30,ATRASO_1_30,14,True
4104,92,CC,8984.73,13,0.0235,718,2021-04-11,ATRASO_1_30,9,False
4105,3221,CS,9919.53,54,0.0267,625,2022-06-12,ATRASO_1_30,9,True
4106,4751,EP,5676.48,22,0.0347,400,2021-10-16,ATRASO_31_90,53,True
4107,3770,CD,1202.04,4,0.0348,335,2025-04-01,ATRASO_1_30,5,True
4108,3536,EP,8009.64,17,0.0227,602,2024-05-29,QUITADO,0,False
4109,1599,CG,95632.57,12,0.0284,627,2019-09-25,ATIVO,0,False
4110,3549,EP,8028.16,21,0.0424,511,2023-06-13,ATRASO_1_30,17,False
4111,2582,CS,23674.19,55,0.0256,569,2026-05-30,QUITADO,0,False
4112,1850,CC,4676.86,13,0.0251,523,2019-07-09,ATRASO_1_30,5,False
4113,275,CS,21053.7,65,0.0108,722,2024-06-28,ATRASO_1_30,1,True
4114,2506,FV,36037.94,45,0.0462,560,2024-09-10,ATRASO_1_30,22,True
4115,2111,EP,6914.37,29,0.046,531,2024-07-03,ATRASO_1_30,13,False
4116,2792,EP,3604.21,21,0.034,465,2023-07-02,ATRASO_1_30,3,True
4117,2334,CC,813.79,9,0.0366,446,2023-02-27,ATRASO_31_90,41,True
4118,3836,FV,27654.3,35,0.0321,455,2022-05-04,ATRASO_1_30,25,True
4119,4512,CS,2635.31,74,0.022,522,2024-09-03,ATRASO_1_30,21,False
4120,2547,EP,7560.9,20,0.0258,689,2022-11-09,QUITADO,0,False
4121,1701,CC,5204.24,12,0.0109,643,2024-08-29,QUITADO,0,False
4122,1534,CC,3549.97,16,0.0254,521,2022-11-30,ATRASO_1_30,1,False
4123,4407,CS,2201.34,50,0.022,589,2025-01-28,ATRASO_1_30,11,False
4124,2663,EP,6201.34,24,0.0311,731,2022-01-03,ATRASO_1_30,12,False
4125,4859,CC,4785.57,12,0.0302,549,2019-04-07,ATRASO_1_30,3,False
4126,3407,FV,74058.55,48,0.0147,648,2019-06-02,QUITADO,0,False
4127,2915,CC,4730.48,14,0.038,571,2023-04-05,ATRASO_1_30,2,False
4128,290,CC,3445.73,12,0.0268,615,2021-08-16,ATRASO_1_30,13,False
4129,3672,CC,4578.04,12,0.0215,560,2025-09-27,ATRASO_1_30,3,False
4130,2369,CD,4475.87,8,0.0262,742,2019-06-08,QUITADO,0,False
4131,533,CC,3510.44,8,0.0271,667,2020-03-17,ATRASO_31_90,86,True
4132,1723,CS,4851.81,45,0.0094,619,2025-05-26,ATRASO_1_30,1,False
4133,2272,FV,26063.37,47,0.0325,503,2019-02-07,ATRASO_1_30,1,False
4134,4481,FV,22068.82,53,0.008,914,2026-04-18,ATRASO_1_30,13,False
4135,3185,CS,5889.92,59,0.0253,516,2023-07-21,ATRASO_1_30,13,False
4136,1942,CD,965.33,5,0.0291,492,2024-11-25,ATIVO,0,False
4137,4901,EP,41318.29,30,0.0189,482,2019-10-15,ATRASO_1_30,6,False
4138,3145,FV,18694.52,55,0.0094,925,2024-11-03,ATRASO_1_30,1,False
4139,4858,EP,5825.73,21,0.0092,1000,2018-07-23,ATRASO_1_30,7,False
4140,2278,EP,42048.37,31,0.0231,505,2019-06-06,ATRASO_1_30,10,False
4141,4255,CG,69236.28,11,0.0123,882,2020-06-02,ATRASO_1_30,14,False
4142,4067,CD,1808.7,5,0.027,630,2020-06-02,ATRASO_1_30,17,False
4143,3580,FV,47331.79,33,0.0324,549,2022-01-11,ATRASO_1_30,12,False
4144,4649,CC,3838.82,12,0.0304,646,2021-02-08,ATRASO_1_30,22,False
4145,2762,CS,8877.29,83,0.022,610,2023-07-16,ATRASO_1_30,4,False
4146,419,CD,1779.22,8,0.034,369,2022-06-13,QUITADO,0,False
4147,1887,CG,67949.11,11,0.0266,359,2021-08-20,ATRASO_1_30,6,True
4148,99,CG,17716.54,10,0.028,486,2023-05-08,ATIVO,0,False
4149,1318,CC,2598.77,12,0.0391,618,2025-07-19,ATRASO_1_30,6,False
4150,3524,EP,2820.22,30,0.0177,632,2020-02-12,ATRASO_1_30,21,True
4151,639,EP,4551.58,24,0.0305,769,2020-11-17,ATRASO_1_30,6,False
4152,3158,EP,10680.34,27,0.032,312,2022-09-11,ATIVO,0,False
4153,3180,CC,2638.49,13,0.0334,577,2024-11-08,ATRASO_1_30,11,False
4154,2773,EP,6763.02,29,0.0382,364,2024-02-08,ATRASO_1_30,7,False
4155,3453,FV,6668.47,56,0.0324,756,2025-02-17,ATRASO_1_30,1,False
4156,2154,CS,5206.78,52,0.008,667,2019-11-07,ATRASO_1_30,9,False
4157,3298,CS,5828.91,61,0.0215,565,2019-08-06,ATIVO,0,False
4158,3749,EP,2787.29,21,0.0439,513,2025-08-05,ATRASO_1_30,10,False
4159,2918,EP,8751.48,28,0.0312,503,2021-08-04,ATRASO_1_30,1,False
4160,3519,CD,1539.3,6,0.0305,591,2021-12-26,ATRASO_1_30,3,False
4161,3826,CD,2425.35,6,0.0254,498,2019-12-06,ATRASO_1_30,8,False
4162,2084,CD,3214.02,6,0.0107,773,2024-10-15,ATRASO_1_30,3,False
4163,4578,CG,113931.07,8,0.0393,588,2023-03-20,ATRASO_1_30,4,False
4164,1625,EP,9891.1,26,0.0327,488,2021-05-25,ATRASO_1_30,16,False
4165,287,CS,13450.32,44,0.0618,375,2018-05-31,ATRASO_1_30,1,False
4166,4810,EP,9472.22,19,0.0215,744,2021-11-27,ATRASO_1_30,10,False
4167,4217,EP,4353.82,29,0.0466,373,2023-04-22,ATIVO,0,False
4168,2029,CC,4118.02,11,0.0492,334,2024-12-15,ATIVO,0,False
4169,1069,CS,8810.76,43,0.0336,584,2022-03-31,ATRASO_1_30,5,False
4170,1046,CC,1673.66,10,0.0231,798,2020-04-29,ATRASO_1_30,19,False
4171,2861,EP,2719.95,27,0.0408,518,2023-09-19,ATRASO_1_30,18,False
4172,4801,CG,11679.44,10,0.0335,449,2019-02-24,ATRASO_1_30,4,False
4173,1578,EP,6858.26,29,0.0263,540,2022-06-02,ATRASO_1_30,2,False
4174,3532,CS,7970.32,70,0.0294,682,2025-12-14,QUITADO,0,False
4175,1813,CS,7642.98,72,0.0343,705,2021-02-19,ATRASO_1_30,9,False
4176,2792,EP,3995.56,27,0.0286,465,2022-09-20,ATIVO,0,False
4177,3191,CC,2495.99,8,0.0337,777,2025-02-07,ATRASO_1_30,9,False
4178,3839,EP,4138.89,22,0.0096,738,2020-10-29,ATRASO_1_30,8,False
4179,3662,CS,12680.17,65,0.0206,780,2018-11-17,ATRASO_1_30,5,False
4180,1110,CS,18669.32,50,0.0139,663,2022-03-23,ATRASO_1_30,9,False
4181,557,CC,2610.23,13,0.0186,440,2024-04-22,ATRASO_1_30,1,True
4182,2790,FV,67242.11,58,0.0266,558,2022-07-16,ATRASO_1_30,10,False
4183,2027,CC,2195.78,9,0.025,702,2022-07-03,ATRASO_1_30,4,False
4184,1368,FV,10989.63,30,0.0236,621,2024-02-09,ATIVO,0,False
4185,987,FV,79242.48,48,0.0519,409,2018-10-23,QUITADO,0,False
4186,4315,CS,3517.74,89,0.0189,594,2025-04-08,QUITADO,0,False
4187,422,CC,2500.43,11,0.0245,651,2023-12-25,QUITADO,0,False
4188,684,CS,19199.25,44,0.027,482,2020-09-04,ATRASO_31_90,36,False
4189,1719,EP,16824.18,26,0.0323,473,2019-05-19,ATRASO_1_30,11,False
4190,1088,CC,3174.74,12,0.0242,537,2021-12-27,ATIVO,0,False
4191,340,EP,5670.82,26,0.0145,787,2024-10-31,ATRASO_1_30,4,False
4192,1219,CC,12337.39,17,0.0185,744,2018-11-10,QUITADO,0,False
4193,1821,CC,6075.38,9,0.0123,669,2018-11-19,ATIVO,0,False
4194,2189,CG,95349.54,13,0.0415,451,2024-09-15,QUITADO,0,False
4195,2639,EP,10633.6,23,0.0328,688,2025-07-02,ATRASO_1_30,5,False
4196,666,CD,2155.05,6,0.0293,623,2021-03-28,ATRASO_31_90,42,False
4197,4893,EP,9335.11,20,0.029,543,2019-03-14,ATRASO_1_30,2,False
